source	line	kind	text	feature_id	destination	disposition
first-generation-pack/.agent/execplans/EP-005-user-interface-or-client.md	41	bullet	`tests/e2e/**`	-	SPEC-013; SPEC-014; EP-015 through EP-020	requirement-or-governance-mapped
first-generation-pack/.agent/execplans/EP-005-user-interface-or-client.md	42	bullet	`scripts/test-e2e.sh`	-	SPEC-013; SPEC-014; EP-015 through EP-020	requirement-or-governance-mapped
first-generation-pack/.agent/execplans/EP-005-user-interface-or-client.md	43	bullet	`.agent/specs/SPEC-004-ui-ux-behavior.md`	-	SPEC-013; SPEC-014; EP-015 through EP-020	requirement-or-governance-mapped
first-generation-pack/.agent/execplans/EP-005-user-interface-or-client.md	44	bullet	`.agent/execplans/EP-005-user-interface-or-client.md`	-	SPEC-013; SPEC-014; EP-015 through EP-020	requirement-or-governance-mapped
first-generation-pack/.agent/execplans/EP-005-user-interface-or-client.md	50	bullet	Do not implement unrelated roadmap items.	-	SPEC-013; SPEC-014; EP-015 through EP-020	requirement-or-governance-mapped
first-generation-pack/.agent/execplans/EP-005-user-interface-or-client.md	51	bullet	Do not add optional AI, voice, renderer, telemetry, package, updater, routing, or source-indexing behavior unless this plan explicitly requires it.	-	SPEC-020; EP-034; EP-035	requirement-or-governance-mapped
first-generation-pack/.agent/execplans/EP-005-user-interface-or-client.md	52	bullet	Do not modify real user data, secrets, release artifacts, or production-like profiles.	-	SPEC-020; EP-034; EP-035	requirement-or-governance-mapped
first-generation-pack/.agent/execplans/EP-005-user-interface-or-client.md	53	bullet	Do not perform broad refactors or file reorganizations outside expected files.	-	SPEC-013; SPEC-014; EP-015 through EP-020	requirement-or-governance-mapped
first-generation-pack/.agent/execplans/EP-005-user-interface-or-client.md	55	heading	7. Interfaces and Contracts	-	SPEC-013; SPEC-014; EP-015 through EP-020	requirement-or-governance-mapped
first-generation-pack/.agent/execplans/EP-005-user-interface-or-client.md	57	bullet	UI talks to service layer through documented client wrappers.	-	SPEC-013; SPEC-014; EP-015 through EP-020	requirement-or-governance-mapped
first-generation-pack/.agent/execplans/EP-005-user-interface-or-client.md	58	bullet	Terminal viewport accepts batched snapshots/deltas.	-	SPEC-013; SPEC-014; EP-015 through EP-020	requirement-or-governance-mapped
first-generation-pack/.agent/execplans/EP-005-user-interface-or-client.md	59	bullet	Emergency stop and privacy state are visible and accessible.	-	SPEC-010; SPEC-022; EP-006; EP-033	requirement-or-governance-mapped
first-generation-pack/.agent/execplans/EP-005-user-interface-or-client.md	60	bullet	Settings do not enable unimplemented remote features.	-	SPEC-013; SPEC-014; EP-015 through EP-020	requirement-or-governance-mapped
first-generation-pack/.agent/execplans/EP-005-user-interface-or-client.md	64	heading	8. Milestones	-	SPEC-013; SPEC-014; EP-015 through EP-020	requirement-or-governance-mapped
first-generation-pack/.agent/execplans/EP-005-user-interface-or-client.md	66	heading	Milestone 1: Create UI shell and state boundaries	-	SPEC-013; SPEC-014; EP-015 through EP-020	requirement-or-governance-mapped
first-generation-pack/.agent/execplans/EP-005-user-interface-or-client.md	68	bullet	Goal: Provide desktop UI structure without owning sockets or database writes.	-	SPEC-013; SPEC-014; EP-015 through EP-020	requirement-or-governance-mapped
first-generation-pack/.agent/execplans/EP-005-user-interface-or-client.md	69	bullet	Files to read:	-	SPEC-013; SPEC-014; EP-015 through EP-020	requirement-or-governance-mapped
first-generation-pack/.agent/execplans/EP-005-user-interface-or-client.md	70	bullet	`.agent/specs/SPEC-004-ui-ux-behavior.md`	-	SPEC-013; SPEC-014; EP-015 through EP-020	requirement-or-governance-mapped
first-generation-pack/.agent/execplans/EP-005-user-interface-or-client.md	71	bullet	`ARCHITECTURE.md`	-	SPEC-013; SPEC-014; EP-015 through EP-020	requirement-or-governance-mapped
first-generation-pack/.agent/execplans/EP-005-user-interface-or-client.md	72	bullet	`ui/src/App.tsx`	-	SPEC-013; SPEC-014; EP-015 through EP-020	requirement-or-governance-mapped
first-generation-pack/.agent/execplans/EP-005-user-interface-or-client.md	73	bullet	`ui/src/main.tsx`	-	SPEC-013; SPEC-014; EP-015 through EP-020	requirement-or-governance-mapped
first-generation-pack/.agent/execplans/EP-005-user-interface-or-client.md	74	bullet	Files to change:	-	SPEC-013; SPEC-014; EP-015 through EP-020	requirement-or-governance-mapped
first-generation-pack/.agent/execplans/EP-005-user-interface-or-client.md	75	bullet	`ui/src/App.tsx`	-	SPEC-013; SPEC-014; EP-015 through EP-020	requirement-or-governance-mapped
first-generation-pack/.agent/execplans/EP-005-user-interface-or-client.md	76	bullet	`ui/src/app/AppShell.tsx`	-	SPEC-013; SPEC-014; EP-015 through EP-020	requirement-or-governance-mapped
first-generation-pack/.agent/execplans/EP-005-user-interface-or-client.md	77	bullet	`ui/src/session/sessionTypes.ts`	-	SPEC-013; SPEC-014; EP-015 through EP-020	requirement-or-governance-mapped
first-generation-pack/.agent/execplans/EP-005-user-interface-or-client.md	78	bullet	`ui/src/styles.css`	-	SPEC-013; SPEC-014; EP-015 through EP-020	requirement-or-governance-mapped
first-generation-pack/.agent/execplans/EP-005-user-interface-or-client.md	79	bullet	Exact edits expected:	-	SPEC-013; SPEC-014; EP-015 through EP-020	requirement-or-governance-mapped
first-generation-pack/.agent/execplans/EP-005-user-interface-or-client.md	80	bullet	Create app shell with session area, terminal area, command input area, status area, and settings entry.	-	SPEC-013; SPEC-014; EP-015 through EP-020	requirement-or-governance-mapped
first-generation-pack/.agent/execplans/EP-005-user-interface-or-client.md	81	bullet	Represent service state through typed client models.	-	SPEC-013; SPEC-014; EP-015 through EP-020	requirement-or-governance-mapped
first-generation-pack/.agent/execplans/EP-005-user-interface-or-client.md	82	bullet	Show governance/runtime status honestly if real sessions not implemented.	-	SPEC-013; SPEC-014; EP-015 through EP-020	requirement-or-governance-mapped
first-generation-pack/.agent/execplans/EP-005-user-interface-or-client.md	83	bullet	Do not call unverified Tauri commands; create client wrappers only for documented commands.	-	SPEC-013; SPEC-014; EP-015 through EP-020	requirement-or-governance-mapped
first-generation-pack/.agent/execplans/EP-005-user-interface-or-client.md	84	bullet	Validation command: `./scripts/typecheck.sh`	-	SPEC-013; SPEC-014; EP-015 through EP-020	requirement-or-governance-mapped
first-generation-pack/.agent/execplans/EP-005-user-interface-or-client.md	85	bullet	Expected result: frontend typecheck passes.	-	SPEC-013; SPEC-014; EP-015 through EP-020	requirement-or-governance-mapped
first-generation-pack/.agent/execplans/EP-005-user-interface-or-client.md	86	bullet	Recovery instruction: If React/test setup differs, follow existing patterns and record deviations.	-	SPEC-013; SPEC-014; EP-015 through EP-020	requirement-or-governance-mapped
first-generation-pack/.agent/execplans/EP-005-user-interface-or-client.md	88	heading	Milestone 2: Implement terminal viewport model placeholder	-	SPEC-013; SPEC-014; EP-015 through EP-020	requirement-or-governance-mapped
first-generation-pack/.agent/execplans/EP-005-user-interface-or-client.md	90	bullet	Goal: Create batched/viewport-oriented UI model that prevents per-line React updates.	-	SPEC-013; SPEC-014; EP-015 through EP-020	requirement-or-governance-mapped
first-generation-pack/.agent/execplans/EP-005-user-interface-or-client.md	91	bullet	Files to read:	-	SPEC-013; SPEC-014; EP-015 through EP-020	requirement-or-governance-mapped
first-generation-pack/.agent/execplans/EP-005-user-interface-or-client.md	92	bullet	`ARCHITECTURE.md`	-	SPEC-013; SPEC-014; EP-015 through EP-020	requirement-or-governance-mapped
first-generation-pack/.agent/execplans/EP-005-user-interface-or-client.md	93	bullet	`.agent/specs/SPEC-004-ui-ux-behavior.md`	-	SPEC-013; SPEC-014; EP-015 through EP-020	requirement-or-governance-mapped
first-generation-pack/.agent/execplans/EP-005-user-interface-or-client.md	94	bullet	`TESTING.md`	-	SPEC-013; SPEC-014; EP-015 through EP-020	requirement-or-governance-mapped
first-generation-pack/.agent/execplans/EP-005-user-interface-or-client.md	95	bullet	Files to change:	-	SPEC-013; SPEC-014; EP-015 through EP-020	requirement-or-governance-mapped
first-generation-pack/.agent/execplans/EP-005-user-interface-or-client.md	96	bullet	`ui/src/terminal/TerminalViewport.tsx`	-	SPEC-013; SPEC-014; EP-015 through EP-020	requirement-or-governance-mapped
first-generation-pack/.agent/execplans/EP-005-user-interface-or-client.md	97	bullet	`ui/src/terminal/terminalBufferClient.ts`	-	SPEC-013; SPEC-014; EP-015 through EP-020	requirement-or-governance-mapped
first-generation-pack/.agent/execplans/EP-005-user-interface-or-client.md	98	bullet	`ui/src/terminal/TerminalViewport.test.tsx`	-	SPEC-013; SPEC-014; EP-015 through EP-020	requirement-or-governance-mapped
first-generation-pack/.agent/execplans/EP-005-user-interface-or-client.md	99	bullet	Exact edits expected:	-	SPEC-013; SPEC-014; EP-015 through EP-020	requirement-or-governance-mapped
first-generation-pack/.agent/execplans/EP-005-user-interface-or-client.md	100	bullet	Implement viewport component accepting batched snapshots/deltas.	-	SPEC-013; SPEC-014; EP-015 through EP-020	requirement-or-governance-mapped
first-generation-pack/.agent/execplans/EP-005-user-interface-or-client.md	101	bullet	Add test ensuring multiple lines can be rendered from one snapshot prop.	-	SPEC-013; SPEC-014; EP-015 through EP-020	requirement-or-governance-mapped
first-generation-pack/.agent/execplans/EP-005-user-interface-or-client.md	102	bullet	Do not subscribe to one IPC event per raw incoming line.	-	SPEC-013; SPEC-014; EP-015 through EP-020	requirement-or-governance-mapped
first-generation-pack/.agent/execplans/EP-005-user-interface-or-client.md	103	bullet	Add configurable scrollback cap placeholder if settings shell exists.	-	SPEC-013; SPEC-014; EP-015 through EP-020	requirement-or-governance-mapped
first-generation-pack/.agent/execplans/EP-005-user-interface-or-client.md	104	bullet	Validation command: `./scripts/test-unit.sh`	-	SPEC-013; SPEC-014; EP-015 through EP-020	requirement-or-governance-mapped
first-generation-pack/.agent/execplans/EP-005-user-interface-or-client.md	105	bullet	Expected result: frontend/unit tests for terminal viewport pass.	-	SPEC-013; SPEC-014; EP-015 through EP-020	requirement-or-governance-mapped
first-generation-pack/.agent/execplans/EP-005-user-interface-or-client.md	106	bullet	Recovery instruction: If frontend test harness missing, complete EP-001 test harness first or stop under required-tests condition.	-	SPEC-013; SPEC-014; EP-015 through EP-020	requirement-or-governance-mapped
first-generation-pack/.agent/execplans/EP-005-user-interface-or-client.md	108	heading	Milestone 3: Implement command input and emergency stop UI	-	SPEC-013; SPEC-014; EP-015 through EP-020	requirement-or-governance-mapped
first-generation-pack/.agent/execplans/EP-005-user-interface-or-client.md	110	bullet	Goal: Make manual command entry and emergency stop visible, keyboard reachable, and service-boundary safe.	-	SPEC-013; SPEC-014; EP-015 through EP-020	requirement-or-governance-mapped
first-generation-pack/.agent/execplans/EP-005-user-interface-or-client.md	111	bullet	Files to read:	-	SPEC-013; SPEC-014; EP-015 through EP-020	requirement-or-governance-mapped
first-generation-pack/.agent/execplans/EP-005-user-interface-or-client.md	112	bullet	`.agent/specs/SPEC-003-api-contracts.md`	-	SPEC-013; SPEC-014; EP-015 through EP-020	requirement-or-governance-mapped
first-generation-pack/.agent/execplans/EP-005-user-interface-or-client.md	113	bullet	`.agent/specs/SPEC-004-ui-ux-behavior.md`	-	SPEC-013; SPEC-014; EP-015 through EP-020	requirement-or-governance-mapped
first-generation-pack/.agent/execplans/EP-005-user-interface-or-client.md	114	bullet	`ui/src/session/sessionTypes.ts`	-	SPEC-013; SPEC-014; EP-015 through EP-020	requirement-or-governance-mapped
first-generation-pack/.agent/execplans/EP-005-user-interface-or-client.md	115	bullet	Files to change:	-	SPEC-013; SPEC-014; EP-015 through EP-020	requirement-or-governance-mapped
first-generation-pack/.agent/execplans/EP-005-user-interface-or-client.md	116	bullet	`ui/src/command/CommandInput.tsx`	-	SPEC-013; SPEC-014; EP-015 through EP-020	requirement-or-governance-mapped
first-generation-pack/.agent/execplans/EP-005-user-interface-or-client.md	117	bullet	`ui/src/command/EmergencyStopButton.tsx`	-	SPEC-013; SPEC-014; EP-015 through EP-020	requirement-or-governance-mapped
first-generation-pack/.agent/execplans/EP-005-user-interface-or-client.md	118	bullet	`ui/src/session/sessionClient.ts`	-	SPEC-013; SPEC-014; EP-015 through EP-020	requirement-or-governance-mapped
first-generation-pack/.agent/execplans/EP-005-user-interface-or-client.md	119	bullet	`ui/src/App.tsx`	-	SPEC-013; SPEC-014; EP-015 through EP-020	requirement-or-governance-mapped
first-generation-pack/.agent/execplans/EP-005-user-interface-or-client.md	120	bullet	Exact edits expected:	-	SPEC-013; SPEC-014; EP-015 through EP-020	requirement-or-governance-mapped
first-generation-pack/.agent/execplans/EP-005-user-interface-or-client.md	121	bullet	Implement command input component with submit handler calling documented client wrapper.	-	SPEC-013; SPEC-014; EP-015 through EP-020	requirement-or-governance-mapped
first-generation-pack/.agent/execplans/EP-005-user-interface-or-client.md	122	bullet	Implement emergency stop button with keyboard-accessible label.	-	SPEC-013; SPEC-014; EP-015 through EP-020	requirement-or-governance-mapped
first-generation-pack/.agent/execplans/EP-005-user-interface-or-client.md	123	bullet	Show disabled/loading/error states from service responses.	-	SPEC-013; SPEC-014; EP-015 through EP-020	requirement-or-governance-mapped
first-generation-pack/.agent/execplans/EP-005-user-interface-or-client.md	124	bullet	Do not store commands containing potential secrets in logs.	-	SPEC-013; SPEC-014; EP-015 through EP-020	requirement-or-governance-mapped
first-generation-pack/.agent/execplans/EP-005-user-interface-or-client.md	125	bullet	Validation command: `./scripts/test-unit.sh`	-	SPEC-013; SPEC-014; EP-015 through EP-020	requirement-or-governance-mapped
first-generation-pack/.agent/execplans/EP-005-user-interface-or-client.md	126	bullet	Expected result: command input and emergency stop component tests pass.	-	SPEC-013; SPEC-014; EP-015 through EP-020	requirement-or-governance-mapped
first-generation-pack/.agent/execplans/EP-005-user-interface-or-client.md	127	bullet	Recovery instruction: If Tauri invoke API is unavailable in tests, inject service client interface and use fake client in tests.	-	SPEC-013; SPEC-014; EP-015 through EP-020	requirement-or-governance-mapped
first-generation-pack/.agent/execplans/EP-005-user-interface-or-client.md	129	heading	Milestone 4: Add settings, privacy, and accessibility states	-	SPEC-010; SPEC-022; EP-006; EP-033	requirement-or-governance-mapped
first-generation-pack/.agent/execplans/EP-005-user-interface-or-client.md	131	bullet	Goal: Expose privacy/accessibility controls without enabling unimplemented remote features.	-	SPEC-010; SPEC-022; EP-006; EP-033	requirement-or-governance-mapped
